event_type,element_id,timestamp,url,phase,username,hover_duration_ms,pasted_content,message,group,highlighted_text
paste,chat-input,2026-06-14 14:18:03.101161+00,,part1,p_05,,"Das Ellsberg-Paradoxon ist ein Gedankenexperiment aus der Entscheidungstheorie, das zeigt, dass Entscheidungen stark davon abhängen, wie Wahrscheinlichkeiten präsentiert werden, selbst wenn die zugrunde liegenden Chancen gleich bleiben..
Es wurde 1961 von Daniel Ellsberg vorgestellt. Im Zentrum steht eine Situation, in der dieselbe Ausgangslage unterschiedlich beschrieben werden kann. Je nachdem, ob eine Gewinnchance als einzelne bekannte Farbe, als unbekannte Farbe oder als Kombination mehrerer Farben präsentiert wird, wirkt dieselbe Urnensituation für viele Menschen unterschiedlich attraktiv.
Das klassische Experiment
Stellen Sie sich eine Urne mit 90 Kugeln vor:
30 Kugeln sind rot.
Die übrigen 60 Kugeln sind entweder schwarz oder gelb.
Das Verhältnis von schwarz zu gelb ist unbekannt.
Die objektive Ausgangslage bleibt dabei immer gleich: Es gibt dieselbe Urne, dieselbe Gesamtzahl an Kugeln und denselben Ziehungsvorgang. Verändert wird vor allem, welche Gewinnoptionen sprachlich und logisch gegenübergestellt werden.
Die Teilnehmenden wissen, dass Schwarz und Gelb zusammen 60 Kugeln ausmachen, können die Wahrscheinlichkeit für Schwarz aber nur subjektiv schätzen.
Wahl 1:
A: Sie gewinnen, wenn rot gezogen wird.
B: Sie gewinnen, wenn schwarz gezogen wird.
Viele Menschen wählen A, weil Rot mit einer klaren Zahl verbunden ist (30 von 90 = 1/3). Schwarz wird dagegen nicht mit einer konkreten Wahrscheinlichkeit präsentiert. Dadurch erscheint A in dieser Darstellung transparenter und verlässlicher.
Wahl 2:
",,,
copy,message-1781446658899,2026-06-14 14:17:56.602646+00,,part1,p_05,,,,,
source-link-hover-start,source-link,2026-06-14 14:17:39.209297+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_05,,,,,
message-send,chat-input,2026-06-14 14:17:33.228094+00,,part1,p_05,,,"Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie. Antworte in nur 3 Sätzen, damit ich deine Antwort so wie sie ist verwenden kann",,
paste,chat-input,2026-06-14 14:16:56.540707+00,,part1,p_05,,Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.,,,
message-send,chat-input,2026-06-14 14:16:37.612416+00,,part1,p_05,,,Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie in 3 Sätzen,,
paste,chat-input,2026-06-14 14:16:32.814726+00,,part1,p_05,,Beschreibe das Ellsberg-Paradoxon in der Entscheidungstheorie.,,,
source-link-hover-end,source-link,2026-06-14 14:16:18.721302+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_05,15.0,,,,
source-link-hover-end,source-link,2026-06-13 08:38:24.968489+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,526.0,,,,
logout,chat-logout-button,2026-06-13 08:57:37.918022+00,,part2,p_04,,,,2.0,
source-link-hover-end,source-link,2026-06-13 08:56:29.215921+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part2,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:56:29.214631+00,https://de.wikipedia.org/wiki/Hubble-Weltraumteleskop,part2,p_04,,,,,
message-send,chat-input,2026-06-13 08:56:22.638008+00,,part2,p_04,,,Wie tief ist das Challenger Deep im Marianengraben ungefähr?,,
paste,chat-input,2026-06-13 08:56:22.510545+00,,part2,p_04,,"Wie tief ist das Challenger Deep im Marianengraben ungefähr?

",,,
source-link-hover-end,highlight-source-seg_151,2026-06-13 08:56:08.45108+00,https://science.nasa.gov/mission/hubble/overview/about-hubble/,part2,p_04,548.0,,,,
source-link-hover-start,highlight-source-seg_151,2026-06-13 08:56:08.092418+00,https://science.nasa.gov/mission/hubble/overview/about-hubble/,part2,p_04,,,,,
hover,highlight-chevron-seg_151,2026-06-13 08:56:02.369358+00,,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_151,2026-06-13 08:55:59.716549+00,https://science.nasa.gov/moon/facts/,part2,p_04,1395.0,,,,
source-link-hover-start,highlight-source-seg_151,2026-06-13 08:55:58.32382+00,https://science.nasa.gov/moon/facts/,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_151,2026-06-13 08:55:56.933048+00,https://science.nasa.gov/moon/facts/,part2,p_04,28.0,,,,
source-link-hover-start,highlight-source-seg_151,2026-06-13 08:55:56.892566+00,https://science.nasa.gov/moon/facts/,part2,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:55:52.032332+00,https://moon.nasa.gov/,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:55:51.841916+00,https://moon.nasa.gov/,part2,p_04,13.0,,,,
message-send,chat-input,2026-06-13 08:55:49.981742+00,,part2,p_04,,,Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?,,
paste,chat-input,2026-06-13 08:55:49.78067+00,,part2,p_04,,"Welchen Durchmesser hat der Primärspiegel des Hubble-Weltraumteleskops?

",,,
message-send,chat-input,2026-06-13 08:55:33.253413+00,,part2,p_04,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,
paste,chat-input,2026-06-13 08:55:33.130936+00,,part2,p_04,,"Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?

",,,
new-chat,new-chat-button,2026-06-13 08:55:32.284495+00,,part2,p_04,,,,2.0,
source-link-hover-start,source-link,2026-06-13 08:55:24.056894+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:55:23.865574+00,https://www.esa.int/Science_Exploration/Space_Science/Venus_Express,part2,p_04,7.0,,,,
message-send,chat-input,2026-06-13 08:55:23.066369+00,,part2,p_04,,,Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?,,
paste,chat-input,2026-06-13 08:55:22.960257+00,,part2,p_04,,"Wie groß ist die durchschnittliche Entfernung zwischen Erde und Mond?

",,,
source-link-hover-start,highlight-source-seg_185,2026-06-13 08:55:10.43276+00,https://science.nasa.gov/venus/venus-facts/,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_185,2026-06-13 08:55:10.417731+00,https://science.nasa.gov/venus/venus-facts/,part2,p_04,20.0,,,,
source-link-hover-end,source-link,2026-06-13 08:55:08.703987+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:55:08.689401+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,,,,,
message-send,chat-input,2026-06-13 08:55:02.911148+00,,part2,p_04,,,Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?,,
paste,chat-input,2026-06-13 08:55:02.437993+00,,part2,p_04,,"Wie lange dauert eine vollständige Rotation der Venus um ihre eigene Achse ungefähr?

",,,
expand-open,highlight-seg_153,2026-06-13 08:54:48.3052+00,,part2,p_04,,,,,sodass die erwarteten Einsparungen geringer ausfallen als angenommen.
hover,highlight-chevron-seg_153,2026-06-13 08:54:48.302921+00,,part2,p_04,,,,,
hover,highlight-chevron-seg_153,2026-06-13 08:54:48.149746+00,,part2,p_04,,,,,
hover,highlight-chevron-seg_153,2026-06-13 08:54:47.862691+00,,part2,p_04,,,,,
expand-close,highlight-seg_153,2026-06-13 08:54:47.66758+00,,part2,p_04,,,,,sodass die erwarteten Einsparungen geringer ausfallen als angenommen.
hover,highlight-chevron-seg_153,2026-06-13 08:54:47.264609+00,,part2,p_04,,,,,
hover,highlight-chevron-seg_153,2026-06-13 08:54:45.702916+00,,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_1582,2026-06-13 08:54:38.156498+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,1708.0,,,,
source-link-hover-start,highlight-source-seg_1582,2026-06-13 08:54:36.448607+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,,,,,
setting-toggle,auto-expand-toggle,2026-06-13 08:54:32.923374+00,,part2,p_04,,,,2.0,
hover,highlight-chevron-seg_1582,2026-06-13 08:54:31.762395+00,,part2,p_04,,,,,
expand-open,highlight-seg_1582,2026-06-13 08:54:31.746512+00,,part2,p_04,,,,,"Rebound-Effekt verstanden werden, bei dem eine effizientere Nutzung vor allem dazu führt, dass dieselbe Ressource häufiger verwendet wird"
hover,highlight-chevron-seg_1582,2026-06-13 08:54:31.504721+00,,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:54:28.210773+00,https://www.bipm.org/en/measurement-units/base-units,part2,p_04,14.0,,,,
source-link-hover-start,source-link,2026-06-13 08:54:28.194836+00,https://www.bipm.org/en/measurement-units/base-units,part2,p_04,,,,,
setting-toggle,auto-expand-toggle,2026-06-13 08:54:25.90006+00,,part2,p_04,,,,2.0,
source-link-hover-end,highlight-source-seg_1582,2026-06-13 08:54:25.201808+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,21.0,,,,
source-link-hover-start,highlight-source-seg_1582,2026-06-13 08:54:25.189442+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,,,,,
copy,message-1781340830987,2026-06-13 08:54:02.302983+00,,part2,p_04,,,,,
copy,message-1781340830987,2026-06-13 08:54:02.27289+00,,part2,p_04,,,,,
copy,message-1781340830987,2026-06-13 08:54:02.074182+00,,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_153,2026-06-13 08:53:54.676744+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,14.0,,,,
source-link-hover-start,highlight-source-seg_153,2026-06-13 08:53:54.663794+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,,,,,
source-link-hover-end,highlight-source-seg_153,2026-06-13 08:53:53.712144+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,14.0,,,,
source-link-hover-start,highlight-source-seg_153,2026-06-13 08:53:53.67061+00,https://de.wikipedia.org/wiki/Jevons-Paradoxon,part2,p_04,,,,,
message-send,chat-input,2026-06-13 08:53:45.513327+00,,part2,p_04,,,Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz.,,
paste,chat-input,2026-06-13 08:53:45.298842+00,,part2,p_04,,"Beschreibe das Jevons-Paradoxon im Bereich der Energieeffizienz.

",,,
message-send,chat-input,2026-06-13 08:53:00.633974+00,,part2,p_04,,,Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133?,,
paste,chat-input,2026-06-13 08:53:00.517658+00,,part2,p_04,,"Welche Zahl gehört zur heutigen SI-Definition der Sekunde über Caesium-133?

",,,
message-send,chat-input,2026-06-13 08:52:35.683249+00,,part2,p_04,,,Bist du sicher?,,
source-link-hover-start,source-link,2026-06-13 08:52:30.86233+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:52:30.857083+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,6.0,,,,
source-link-hover-end,source-link,2026-06-13 08:52:21.538059+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,977.0,,,,
source-link-hover-start,source-link,2026-06-13 08:52:20.568336+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:52:19.833696+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:52:19.830433+00,https://de.wikipedia.org/wiki/Plancksches_Wirkungsquantum,part2,p_04,14.0,,,,
source-link-hover-end,source-link,2026-06-13 08:52:10.827865+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_04,28.0,,,,
source-link-hover-start,source-link,2026-06-13 08:52:10.807725+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:52:10.575889+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_04,49.0,,,,
source-link-hover-start,source-link,2026-06-13 08:52:10.547953+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part2,p_04,,,,,
message-send,chat-input,2026-06-13 08:51:55.572195+00,,part2,p_04,,,Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?,,
paste,chat-input,2026-06-13 08:51:55.321499+00,,part2,p_04,,"Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?

",,,
phase-advance,end-part1-button,2026-06-13 08:51:27.016842+00,,part1,p_04,,,,2.0,
message-send,chat-input,2026-06-13 08:50:33.692048+00,,part1,p_04,,,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?",,
paste,chat-input,2026-06-13 08:50:33.564651+00,,part1,p_04,,"Um wie viel gehen GPS-Satellitenuhren netto ungefähr pro Tag schneller als Uhren auf Meereshöhe, wenn relativistische Effekte berücksichtigt werden?

",,,
message-send,chat-input,2026-06-13 08:49:53.168389+00,,part1,p_04,,,Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?,,
paste,chat-input,2026-06-13 08:49:52.966717+00,,part1,p_04,,"Welches Produkt wurde 1974 als erstes mit einem UPC-Barcode an einer Supermarktkasse gescannt?

",,,
source-link-hover-end,source-link,2026-06-13 08:49:33.722887+00,https://de.wikipedia.org/wiki/Sol_(Tag),part1,p_04,27.0,,,,
source-link-hover-end,source-link,2026-06-13 08:49:33.523453+00,https://mars.nasa.gov/,part1,p_04,834.0,,,,
source-link-hover-start,source-link,2026-06-13 08:49:33.513257+00,https://de.wikipedia.org/wiki/Sol_(Tag),part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:49:32.88613+00,https://mars.nasa.gov/,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:49:32.866466+00,https://de.wikipedia.org/wiki/Sol_(Tag),part1,p_04,27.0,,,,
source-link-hover-start,source-link,2026-06-13 08:49:32.863956+00,https://de.wikipedia.org/wiki/Sol_(Tag),part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:49:16.37096+00,https://mars.nasa.gov/,part1,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:49:16.354964+00,https://mars.nasa.gov/,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:48:52.337114+00,,part1,p_04,,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?",,
paste,chat-input,2026-06-13 08:48:52.218032+00,,part1,p_04,,"Wie lange dauert ein mittlerer Sonnentag auf dem Mars, ein sogenannter Sol?

",,,
new-chat,new-chat-button,2026-06-13 08:48:51.391096+00,,part1,p_04,,,,2.0,
source-link-hover-end,source-link,2026-06-13 08:48:21.273737+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:48:21.270088+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:47:56.694113+00,https://www.britannica.com/topic/Halleys-Comet,part1,p_04,7.0,,,,
source-link-hover-end,source-link,2026-06-13 08:47:56.132881+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,7270.0,,,,
source-link-hover-start,source-link,2026-06-13 08:47:56.131738+00,https://www.britannica.com/topic/Halleys-Comet,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:47:48.664433+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:47:48.309382+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:47:48.257335+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,139.0,,,,
source-link-hover-end,source-link,2026-06-13 08:47:48.152738+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,62.0,,,,
source-link-hover-start,source-link,2026-06-13 08:47:48.104182+00,https://de.wikipedia.org/wiki/Halleyscher_Komet,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:47:41.204061+00,,part1,p_04,,,Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?,,
paste,chat-input,2026-06-13 08:47:40.939527+00,,part1,p_04,,"Wie lange dauert ein regulärer Umlauf des Halleyschen Kometen um die Sonne ungefähr?

",,,
hover,highlight-chevron-seg_153,2026-06-13 08:54:46.671995+00,,part2,p_04,,,,,
new-chat,new-chat-button,2026-06-13 08:47:40.454788+00,,part1,p_04,,,,2.0,
source-link-hover-end,source-link,2026-06-13 08:46:59.403931+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:46:59.401397+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:46:42.537632+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,375.0,,,,
source-link-hover-start,source-link,2026-06-13 08:46:42.326489+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:46:42.274385+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:46:42.221214+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:46:42.207154+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,76.0,,,,
source-link-hover-end,source-link,2026-06-13 08:46:42.156366+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,35.0,,,,
source-link-hover-end,source-link,2026-06-13 08:46:42.064403+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,34.0,,,,
source-link-hover-start,source-link,2026-06-13 08:46:41.960526+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:46:40.839975+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,7.0,,,,
source-link-hover-start,source-link,2026-06-13 08:46:40.834156+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:46:38.252686+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:46:38.213275+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,14.0,,,,
source-link-hover-end,source-link,2026-06-13 08:46:28.648214+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,35.0,,,,
source-link-hover-start,source-link,2026-06-13 08:46:28.634826+00,https://de.wikipedia.org/wiki/Ellsberg-Paradoxon,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:45:35.189161+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,208.0,,,,
source-link-hover-start,source-link,2026-06-13 08:45:34.999567+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
copy,message-1781340178592,2026-06-13 08:44:20.936431+00,,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:44:00.606865+00,,part1,p_04,,,Erstelle mir eine Beschreibung in 1 - 3 Sätzen,,
source-link-hover-end,source-link,2026-06-13 08:43:15.883804+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,21.0,,,,
source-link-hover-start,source-link,2026-06-13 08:43:15.881099+00,https://plato.stanford.edu/entries/decision-theory/,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:42:52.93744+00,,part1,p_04,,,Ellsberg,,
paste,chat-input,2026-06-13 08:42:52.772242+00,,part1,p_04,,Ellsberg,,,
new-chat,new-chat-button,2026-06-13 08:42:51.519924+00,,part1,p_04,,,,2.0,
source-link-hover-end,source-link,2026-06-13 08:42:27.741593+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,56.0,,,,
source-link-hover-start,source-link,2026-06-13 08:42:27.698766+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:42:27.696559+00,https://www.iso.org/standard/7472.html,part1,p_04,27.0,,,,
source-link-hover-start,source-link,2026-06-13 08:42:27.671555+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:41:58.752374+00,,part1,p_04,,,Standardatmosphäre,,
paste,chat-input,2026-06-13 08:41:58.557847+00,,part1,p_04,,Standardatmosphäre,,,
new-chat,new-chat-button,2026-06-13 08:41:57.654429+00,,part1,p_04,,,,2.0,
copy,message-1781340106970,2026-06-13 08:41:56.951616+00,,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:41:47.327571+00,,part1,p_04,,,Standardatmosphäre#,,
paste,chat-input,2026-06-13 08:41:47.180619+00,,part1,p_04,,Standardatmosphäre,,,
copy,message-1781340038856,2026-06-13 08:41:45.630395+00,,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:41:36.991565+00,,part1,p_04,,,Was ist dir bekannt?,,
source-link-hover-end,source-link,2026-06-13 08:41:17.299383+00,https://www.iso.org/standard/7472.html,part1,p_04,1028.0,,,,
source-link-hover-start,source-link,2026-06-13 08:41:16.277539+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:41:15.220296+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:41:15.214292+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,14.0,,,,
message-send,chat-input,2026-06-13 08:41:02.658961+00,,part1,p_04,,,Belge mir das mit den Zitaten aus den Quellen,,
source-link-hover-end,source-link,2026-06-13 08:40:49.614477+00,https://www.iso.org/standard/7472.html,part1,p_04,1625.0,,,,
source-link-hover-start,source-link,2026-06-13 08:40:47.941158+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:40:47.914452+00,https://www.iso.org/standard/7472.html,part1,p_04,69.0,,,,
source-link-hover-start,source-link,2026-06-13 08:40:47.677931+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:40:47.484731+00,https://www.iso.org/standard/7472.html,part1,p_04,20.0,,,,
source-link-hover-start,source-link,2026-06-13 08:40:47.464552+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:40:47.340898+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:40:47.331336+00,https://www.iso.org/standard/7472.html,part1,p_04,7.0,,,,
message-send,chat-input,2026-06-13 08:40:39.211463+00,,part1,p_04,,,Welcher Druck entspricht einer Standardatmosphäre?,,
paste,chat-input,2026-06-13 08:40:39.031088+00,,part1,p_04,,"Welcher Druck entspricht einer Standardatmosphäre?
",,,
new-chat,new-chat-button,2026-06-13 08:40:36.842034+00,,part1,p_04,,,,2.0,
copy,message-1781339916131,2026-06-13 08:40:36.587623+00,,part1,p_04,,,,,
copy,message-1781339916131,2026-06-13 08:40:36.24202+00,,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:40:23.324065+00,,part1,p_04,,,Deine Quellen scheinen falsch zu sein. Prüfe das nochmal mit anderen Quellen,,
source-link-hover-end,source-link,2026-06-13 08:39:35.466113+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,444.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:34.924971+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:39:34.45204+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,377.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:34.090668+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:39:33.932658+00,https://www.iso.org/standard/7472.html,part1,p_04,14.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:33.923149+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:39:15.799758+00,https://www.iso.org/standard/7472.html,part1,p_04,500.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:15.488587+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:39:15.261789+00,https://www.iso.org/standard/7472.html,part1,p_04,45.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:15.229266+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:39:04.341999+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,6.0,,,,
source-link-hover-start,source-link,2026-06-13 08:39:04.336427+00,https://de.wikipedia.org/wiki/Standardatmosph%C3%A4re,part1,p_04,,,,,
source-link-hover-start,source-link,2026-06-13 08:38:55.050747+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:38:54.849222+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part1,p_04,7.0,,,,
source-link-hover-end,source-link,2026-06-13 08:38:54.717325+00,https://www.iso.org/standard/7472.html,part1,p_04,604.0,,,,
source-link-hover-start,source-link,2026-06-13 08:38:54.30942+00,https://www.iso.org/standard/7472.html,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:38:36.491928+00,,part1,p_04,,,Welcher Druck entspricht einer Standardatmosphäre?,,
paste,chat-input,2026-06-13 08:38:35.60314+00,,part1,p_04,,"Welcher Druck entspricht einer Standardatmosphäre?

",,,
source-link-hover-start,source-link,2026-06-13 08:38:24.644522+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,,,,,
paste,chat-input,2026-06-13 08:38:05.065051+00,,part1,p_04,,"Welcher Druck entspricht einer Standardatmosphäre?

",,,
source-link-hover-end,source-link,2026-06-13 08:37:03.720489+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part1,p_04,1958.0,,,,
source-link-hover-start,source-link,2026-06-13 08:37:01.968+00,https://www.bipm.org/en/measurement-units/si-defining-constants,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:37:01.763904+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,472.0,,,,
source-link-hover-start,source-link,2026-06-13 08:37:01.487656+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,,,,,
source-link-hover-end,source-link,2026-06-13 08:36:56.033989+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,6.0,,,,
source-link-hover-start,source-link,2026-06-13 08:36:55.451073+00,https://de.wikipedia.org/wiki/Avogadro-Konstante,part1,p_04,,,,,
message-send,chat-input,2026-06-13 08:36:26.159912+00,,part1,p_04,,,Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?,,
paste,chat-input,2026-06-13 08:36:23.755927+00,,part1,p_04,,"Welcher exakte Zahlenwert gehört seit der SI-Neudefinition zur Avogadro-Konstante?
",,,
login,login-form-submit,2026-06-13 08:35:27.447271+00,,part1,p_04,,,,2.0,
paste,chat-input,2026-06-12 09:23:29.861487+00,,part1,p_03,,Welcher exakte Zahlenwert definiert seit der SI-Neudefinition die Planck-Konstante h?,,,
